id,name,domain,category,tier,status,region,annual_spend,renewal_date,primary_contact,supplier_address,supplier_notice,supplier_rep_name,supplier_rep_email,description,sla_score,concentration_risk,financial_risk,delivery_risk,compliance_risk,risk_score,capabilities,notes
V086,Proliance Consulting,,Professional Services,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Consulting / Advisory|Application Development,90,35,15,18,12,22,Consulting / Advisory|Application Development,AMER Niche/Direct. SBA certified.
V087,Simplicity Consulting,,Professional Services,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Consulting / Advisory,90,35,15,18,12,22,Consulting / Advisory,AMER Niche/Direct Sourcing approved.
V088,YUPRO,,Contingent Workforce,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,AMER Niche/Direct. Diversity-focused supplier.
V089,Creatives on Call,creativesoncall.com,Contingent Workforce,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,AMER Creative/Marketing supplier.
V090,The Sage Group,,Professional Services,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Consulting / Advisory|Staff Augmentation,90,35,15,18,12,22,Consulting / Advisory|Staff Augmentation,AMER Creative/Marketing. Also active SOW (Sage Consulting Associates).
V091,Bcforward Solutions Canada,bcforward.com,Contingent Workforce,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,Canada approved. MBE certified.
V092,Kyyba Canada,,Contingent Workforce,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,Canada approved. WBE certified.
V093,Makforce,kforce.com,Contingent Workforce,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,Canada approved supplier.
V094,Robert Half Canada,,Contingent Workforce,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,Canada approved.
V095,TAPFIN,tapfin.com,Contingent Workforce,2,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Managed Services|Staff Augmentation,90,35,15,18,12,22,Managed Services|Staff Augmentation,Canada payroll provider. AMER MSP/payroll provider. Also Profile Worker transactional.
V096,Commoneo,,Professional Services,3,Active,AMER|EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Consulting / Advisory,90,35,15,18,12,22,Consulting / Advisory,Service Disabled Veteran Owned. Active SOW in Fieldglass.
V097,Matata Solutions (Hakuna Studios),,Professional Services,3,Active,LATAM,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Application Development|Consulting / Advisory,90,35,15,18,12,22,Application Development|Consulting / Advisory,LATAM approved supplier.
V098,Page Interim,,Contingent Workforce,3,Active,LATAM,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,LATAM approved. Brazil focus.
V099,Abakus Personal,,Contingent Workforce,3,Active,EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA approved staffing supplier.
V100,Academic Work,,Contingent Workforce,3,Active,EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA approved staffing supplier.
V101,Barden,,Contingent Workforce,3,Active,EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA approved staffing supplier.
V102,Barona,,Contingent Workforce,3,Active,EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA approved staffing supplier.
V103,Clarke Recruitment Solutions,,Contingent Workforce,3,Active,EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA approved. UK payroll.
V104,CPL Solutions,,Contingent Workforce,3,Active,EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA approved staffing supplier.
V105,DPA Professionals,,Contingent Workforce,3,Active,EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA approved staffing supplier.
V106,eTeam Workforce Limited,kforce.com,Contingent Workforce,3,Active,EMEA|APAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA approved. Also India entity.
V107,FED HUMAN,,Contingent Workforce,3,Active,EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA approved. France focus.
V108,ManpowerGroup Sweden,,Contingent Workforce,3,Active,EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA approved.
V109,MEXTOR,,Contingent Workforce,3,Active,EMEA|LATAM,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA + LATAM approved. Profile Worker transactional.
V110,Michael Page International,michaelpage.com,Contingent Workforce,2,Active,EMEA|APAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA payroll Switzerland + all countries. Approved staffing.
V111,REED Recruitment,,Contingent Workforce,3,Active,EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA payroll Ireland. Approved.
V112,Robert Half (EMEA),,Contingent Workforce,3,Active,EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,"EMEA approved. Belgium, Germany, Netherlands entities."
V113,Stopgap,,Contingent Workforce,3,Active,EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA approved. Tableau supplier.
V114,Storm Recruitment,,Contingent Workforce,3,Active,EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA approved staffing supplier.
V115,OnTarget Communications,,Contingent Workforce,3,Active,EMEA,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,EMEA approved staffing supplier.
V116,Kelly Services (SGD),kellyservices.com,Contingent Workforce,3,Active,APAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,APAC approved. Singapore payroll.
V117,Peoplebank (SGD),peoplebank.com,Contingent Workforce,3,Active,APAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,APAC approved. Singapore.
V118,Charterhouse,,Contingent Workforce,3,Active,APAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,APAC approved. Tableau supplier.
V119,Manpower (APAC),,Contingent Workforce,3,Active,APAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,APAC approved. Singapore / Australia.
V120,Adecco (SGD),adecco.com,Contingent Workforce,3,Active,APAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,APAC approved. Singapore.
V121,BCFORWARD India Technologies,bcforward.com,Contingent Workforce,3,Active,APAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,India approved supplier.
V122,ETEAM Infoservices,,Contingent Workforce,3,Active,APAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,India approved supplier.
V123,Varite India,,Contingent Workforce,3,Active,APAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,India approved supplier.
V124,LanceSoft,,Contingent Workforce,3,Active,APAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,India approved supplier.
V125,Kloutix Solutions,kloutix.com,Professional Services,3,Active,AMER|APAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Application Development|Consulting / Advisory,90,35,15,18,12,22,Application Development|Consulting / Advisory,Active SOW in Fieldglass. India + AMER approved.
V126,Pasona,,Contingent Workforce,3,Active,JAPAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,Japan approved staffing supplier.
V127,Persol Temp Staff,,Contingent Workforce,3,Active,JAPAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,Japan approved staffing supplier.
V128,Manpower Group Japan,manpowergroup.com,Contingent Workforce,3,Active,JAPAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,Japan approved staffing supplier.
V129,Recruit Staffing,,Contingent Workforce,3,Active,JAPAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,Japan approved staffing supplier.
V130,Randstad Japan,randstad.com,Contingent Workforce,3,Active,JAPAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,Japan approved staffing supplier.
V131,Aquent Japan,aquent.com,Contingent Workforce,3,Active,JAPAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation,90,35,15,18,12,22,Staff Augmentation,Japan approved staffing supplier.
V132,Robert Walters Japan,robertwalters.com,Contingent Workforce,3,Active,JAPAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation|Consulting / Advisory,90,35,15,18,12,22,Staff Augmentation,Japan approved.
V133,Aditi Consulting,aditiconsulting.com,Professional Services,3,Active,AMER|APAC,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Application Development|Staff Augmentation,90,35,15,18,12,22,Application Development|Staff Augmentation,Active SOW in Fieldglass. Also AMER Elite Partner (Aditi Staffing).
V134,Coalfire Systems,coalfire.com,Professional Services,2,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Security|Consulting / Advisory,90,35,15,18,12,22,Security|Consulting / Advisory,Active SOW in Fieldglass. Leading cybersecurity advisory.
V135,Concentrix,concentrix.com,Professional Services,2,Active,AMER|Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Managed Services|Staff Augmentation,90,35,15,18,12,22,Managed Services|Staff Augmentation,Active SOW in Fieldglass.
V136,Digital Cues Inc,,Professional Services,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Application Development|Platform Engineering,90,35,15,18,12,22,Application Development|Platform Engineering,Active SOW in Fieldglass.
V137,Epidata LLC,,Professional Services,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Data Engineering|Analytics & BI,90,35,15,18,12,22,Data Engineering|Analytics & BI,Active SOW in Fieldglass.
V138,Fantasy Interactive Inc,,Professional Services,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Application Development|Platform Engineering,90,35,15,18,12,22,Application Development|Platform Engineering,Active SOW in Fieldglass.
V139,Jonckers Translation and Engineering,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Consulting / Advisory,90,35,15,18,12,22,Consulting / Advisory,Active SOW in Fieldglass. Translation/localization specialist.
V140,MBO Partners,mbopartners.com,Professional Services,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Staff Augmentation|Consulting / Advisory,90,35,15,18,12,22,Staff Augmentation|Consulting / Advisory,Active SOW in Fieldglass. Independent contractor management.
V141,Oddbird LLC,,Professional Services,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Application Development|Platform Engineering,90,35,15,18,12,22,Application Development|Platform Engineering,Active SOW in Fieldglass.
V142,Reverse Engineering Research (Hexod),,Professional Services,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Security,90,35,15,18,12,22,Security,Active SOW in Fieldglass. Security research/pen testing.
V143,ServiceSource,,Professional Services,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Consulting / Advisory|Managed Services,90,35,15,18,12,22,Consulting / Advisory|Managed Services,Active SOW and Profile Worker transactional supplier.
V144,Stach and Liu (BishopFox),bishopfox.com,Professional Services,2,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Security,90,35,15,18,12,22,Security,Active SOW in Fieldglass. BishopFox cybersecurity.
V145,Traction Sales and Marketing,,Professional Services,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Consulting / Advisory,90,35,15,18,12,22,Consulting / Advisory,Active SOW in Fieldglass.
V146,Canada,,Professional Services,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across AMER.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: AMER Agency Temp.
V147,"Bcforward Solutions Canada, ULC",bcforward.com,Contingent Workforce,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across AMER.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: AMER Agency Temp.
V148,SPECTRAFORCE Technologies Canada Inc.,spectraforce.com,Contingent Workforce,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across AMER.,90,35,15,18,12,22,Staff Augmentation|Application Development,StaffUp approved supplier. Source: AMER Agency Temp.
V149,ICONMA L.L.C,iconma.com,Contingent Workforce,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across AMER.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: AMER Agency Temp.
V150,Swoon Staffing ULC,swoonstaffing.com,Contingent Workforce,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across AMER.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: AMER Agency Temp.
V151,"VARITE (CANADA), INC.",,Contingent Workforce,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across AMER.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: AMER Agency Temp.
V152,Kyyba (CAN),,Contingent Workforce,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across AMER.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: AMER Agency Temp.
V153,Ranstad,,Professional Services,3,Active,AMER,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across AMER.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: AMER Agency Temp.
V154,TEK Systems Inc,,Professional Services,3,Active,AMER|Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across AMER|Global.,90,35,15,18,12,22,Consulting / Advisory,"StaffUp approved supplier. Source: AMER Agency Temp, Profile Worker Suppliers."
